intent,query,answer
수학과통계학과,전공,"수학통계학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 통계학1(전필·3)
[1학년 2학기] 통계학(전필·3)
[2학년 1학기] 선형대수학1(전필·3), 해석학개론1(전필·3), 계산수학1(전필·3), 전산통계실습(전선·3), 조합론(전선·3)
[2학년 2학기] 확률론(전필·3), 선형대수학2(전필·3), 해석학개론(전선·3), 미분방정식(전선·3), 프로그래밍실습(전선·3), 계산수학2(전선·3)
[3학년 1학기] 현대대수학1(전필·3), 회귀분석1(전선·3), 확률과정론(전선·3), 수리통계학1(전선·3), 기계학습(전선·3), 수치해석(전선·3), 표본조사론(전선·3)
[3학년 2학기] 수리통계학2(전선·3), 실험계획법(전선·3), 회귀분석2(전선·3), 비모수통계학(전선·3), 딥러닝(전선·3), 현대대수학2(전선·3), 정수론(전선·3), 복소수해석학(전선·3), 미분기하학개론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 다변량통계분석(전선·3), 범주형자료분석(전선·3), 보험수학(전선·3), 위상수학1(전선·3), 응용통계학특강1(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 통계자료분석(전선·3), 베이지안분석(전선·3), 시계열자료분석(전선·3), 수학사(전선·3), 응용통계학특강2(전선·3), 위상수학2(전선·3)"
물리천문학과,조교실 정보 좀,"물리천문학과 조교실 정보는 아래와 같습니다.
위치 : 영실관 113호, 601호 / 전화 : 02-3408-3316(물리학과), 02-3408-3920(천문우주학과)"
물리천문학과,과사무실,"물리천문학과 과사무실 정보는 아래와 같습니다.
위치 : 영실관 113호, 601호 / 전화 : 02-3408-3316(물리학과), 02-3408-3920(천문우주학과)"
물리천문학과,과사무실 위치,"물리천문학과 과사무실 위치는 영실관 113호, 601호입니다."
물리천문학과,과사무실 전화번호,물리천문학과 과사무실 위치는 02-3408-3316(물리학과) / 02-3408-3920(천문우주학과)입니다.
물리천문학과,홈페이지,"물리천문학과 홈페이지입니다.
물리천문학과 : http://home.sejong.ac.kr/~phyastrodpt/"
물리천문학과,공지사항,"물리천문학과에서 제공하는 학과 공지사항입니다.
물리천문학과 학과 공지사항 : http://home.sejong.ac.kr/~phyastrodpt/7.html"
물리천문학과,자료실,"물리천문학과에서 제공하는 콜로퀴움입니다.
콜로퀴움 : http://home.sejong.ac.kr/~phyastrodpt/9.html"
물리천문학과,전공소개,"물리천문학과에서는 그래핀을 비롯한 다양한 물체의 물리적 성질의 이해, 자연에서 가장 근본이 되는 소립자들의 상호 작용, 구성원이 많아지면서 일어나는 집단의 특성, 레이저를 비롯한 빛의 성질, 항성과 은하의 형성과 진화, 우주의 탄생과 거대 우주 구조까지 인류가 지적 활동을 시작한 이후부터 갖게 된 질문 가운데 가장 심오한 문제들을 다루고 있습니다."
물리천문학과,주전공,"전공필수과목은 27학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
물리천문학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
물리천문학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
물리천문학과,부전공,물리천문학과 전공과목 중에서 21학점 이상 이수해야 합니다.
물리천문학과,1학년 전공,"물리천문학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초천문학및실험1(전필·3), 물리학및실험입문1(전필·3)
[2학기] 초천문학및실험2(전필·3), 물리학및실험입문2(전필·3)"
물리천문학과,2학년 전공,"물리천문학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 역학1(전필·3), 항성천문학(전필·3), 기초계산과학(전선·3), 현대물리학및실험(전선·3), 수리물리1(전선·3)
[2학기] 은하천문학(전필·3), 전기와자기(전필·3), 계산과학(전필·3), 기초천문관측및실습(전선·3), 수리물리2(전선·3), 역학2(전선·3), 전자학실험(전선·3)"
물리천문학과,3학년 전공,"물리천문학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 양자역학1(전필·3), 고급계산과학(전선·3), 고급전자회로실험(종합설계)(전선·3), 전자기파와광학(전선·3), 천체물리학(전선·3), 항성대기(전선·3)
[2학기] 나노소자의이해(전선·3), 양자역학2(전선·3), 열물리학(전선·3), 천문관측및실습(종합설계)(전선·3), 천체분광학개론(전선·3) "
물리천문학과,4학년 전공,"물리천문학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 고체물리학1(전선·3), 전파천문학(전선·3), 데이터분석기법(전선·3), 통계물리학(전선·3), 디스플레이광학(전선·3), 현대우주론(전선·3)
[2학기] 졸업연구및진로2(전선·1), 반도체소자물리학(전선·3), 고체물리학2(전선·3), 성간물질(전선·3), 핵및입자물리학(전선·3), 중력과상대론(전선·3)"
물리천문학과,전공,"물리천문학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초천문학및실험1(전필·3), 물리학및실험입문1(전필·3)
[1학년 2학기] 초천문학및실험2(전필·3), 물리학및실험입문2(전필·3)
[2학년 1학기] 역학1(전필·3), 항성천문학(전필·3), 기초계산과학(전선·3), 현대물리학및실험(전선·3), 수리물리1(전선·3)
[2학년 2학기] 은하천문학(전필·3), 전기와자기(전필·3), 계산과학(전필·3), 기초천문관측및실습(전선·3), 수리물리2(전선·3), 역학2(전선·3), 전자학실험(전선·3)
[3학년 1학기] 양자역학1(전필·3), 고급계산과학(전선·3), 고급전자회로실험(종합설계)(전선·3), 전자기파와광학(전선·3), 천체물리학(전선·3), 항성대기(전선·3)
[3학년 2학기] 나노소자의이해(전선·3), 양자역학2(전선·3), 열물리학(전선·3), 천문관측및실습(종합설계)(전선·3), 천체분광학개론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 고체물리학1(전선·3), 전파천문학(전선·3), 데이터분석기법(전선·3), 통계물리학(전선·3), 디스플레이광학(전선·3), 현대우주론(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 반도체소자물리학(전선·3), 고체물리학2(전선·3), 성간물질(전선·3), 핵및입자물리학(전선·3), 중력과상대론(전선·3)
"
화학과,조교실 정보 좀,"화학과 조교실 정보는 아래와 같습니다.
위치 : 영실관 215호 / 전화 : 02-3408-3317"
화학과,과사무실,"화학과 과사무실 정보는 아래와 같습니다.
위치 : 영실관 215호 / 전화 : 02-3408-3317"
화학과,과사무실 위치,화학과 과사무실 위치는 영실관 215호입니다.
화학과,과사무실 전화번호,화학과 과사무실 전화번호는 02-3408-3317입니다.
화학과,홈페이지,"화학과 홈페이지입니다.
화학과 : http://home.sejong.ac.kr/~chemdpt/"
화학과,공지사항,2021년도 이후로 화학과 홈페이지에 올라온 공지사항이 없습니다. 자세한 사항은 과별 단톡방 혹은 다른 방식으로 참고해야 합니다.
화학과,전공소개,"물리화학, 유기화학, 무기화학, 분석화학, 생화학 그리고 환경화학 등의 광범위한 분야의 지식을 습득하여, 졸업 후 신약개발, 생명공학, 신소재, 반도체와 컴퓨터공학과 같은 첨단분야에 직접적으로 응용할 수 있는 연구능력을 키우게 됩니다."
화학과,주전공,"전공필수과목은 15학점, 전공선택과목은 53점 이상 이수해야 하며, 전공학점은 68점 이상이어야 합니다."
화학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
화학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
화학과,부전공,화학과 전공과목 중에서 21학점 이상 이수해야 합니다.
화학과,1학년 전공,"화학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 화학을위한물리(전선·3)"
화학과,2학년 전공,"화학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 분석화학실험(전선·3), 유기화학1(전선·3), 정량분석화학(전선·3), 향장화학(전선·3), 환경화학(전선·3)
[2학기] 유기화학2(전필·3), 응용분석화학(전필·3), 단백질생화학(전선·3), 물리화학1(전선·3), 유기화학실험(전선·3), 화학과진로1(전선·3)"
화학과,3학년 전공,"화학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 무기화학(전필·3), 물리화학2(전필·3), 기기분석화학(전선·3), 나노화학(전선·3), 물리화학실험(전선·3), 유기메카니즘(전선·3), 유전생화학(전선·3), 전기화학(전선·3), 화학과진로2(전선·3), 화학교과교육론(전선·3), 화학전공인턴십1(전선·3)
[2학기] 고분자화학(전선·3), 극미량분석(전선·3), 금속착물화학(전선·3), 무기화학실험(전선·3), 생유기화학(전선·3), 생화학실험(전선·3), 화학과소프트웨어1(전선·3), 화학교과교재연구및지도법(전선·3), 화학논리및논술(전선·3), 화학전공인턴십2(전선·3)"
화학과,4학년 전공,"화학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 생화학(전필·3), 졸업연구및진로1(전선·1), 고등고분자화학(전선·3), 고등무기화학(전선·3), 고등유기화학(전선·3), 고분자화학실험(전선·3), 고체화학(전선·3), 신소재화학(전선·3), 유기합성(전선·3), 응용화학연구및실험1(전선·3), 의약화학(전선·3), 화학과소프트웨어2(전선·3), 크로마토그래피실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 고등물리화학(전선·3), 고등분석화학(전선·3), 고등생화학(전선·3), 분광학및실험(전선·3), 분자모델링(전선·3), 생물리화학(전선·3), 에너지화학(전선·3), 응용화학연구및실험2(전선·3), 융복합화학(전선·3), 천연물화학(전선·3), 초분자화학(전선·3), 정밀화학(전선·3), 생활속의화학(전선·3)"
화학과,전공,"화학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 화학을위한물리(전선·3)
[1학년 2학기] -
[2학년 1학기] 분석화학실험(전선·3), 유기화학1(전선·3), 정량분석화학(전선·3), 향장화학(전선·3), 환경화학(전선·3)
[2학년 2학기] 유기화학2(전필·3), 응용분석화학(전필·3), 단백질생화학(전선·3), 물리화학1(전선·3), 유기화학실험(전선·3), 화학과진로1(전선·3)
[3학년 1학기] 무기화학(전필·3), 물리화학2(전필·3), 기기분석화학(전선·3), 나노화학(전선·3), 물리화학실험(전선·3), 유기메카니즘(전선·3), 유전생화학(전선·3), 전기화학(전선·3), 화학과진로2(전선·3), 화학교과교육론(전선·3), 화학전공인턴십1(전선·3)
[3학년 2학기] 고분자화학(전선·3), 극미량분석(전선·3), 금속착물화학(전선·3), 무기화학실험(전선·3), 생유기화학(전선·3), 생화학실험(전선·3), 화학과소프트웨어1(전선·3), 화학교과교재연구및지도법(전선·3), 화학논리및논술(전선·3), 화학전공인턴십2(전선·3)
[4학년 1학기] 생화학(전필·3), 졸업연구및진로1(전선·1), 고등고분자화학(전선·3), 고등무기화학(전선·3), 고등유기화학(전선·3), 고분자화학실험(전선·3), 고체화학(전선·3), 신소재화학(전선·3), 유기합성(전선·3), 응용화학연구및실험1(전선·3), 의약화학(전선·3), 화학과소프트웨어2(전선·3), 크로마토그래피실습(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 고등물리화학(전선·3), 고등분석화학(전선·3), 고등생화학(전선·3), 분광학및실험(전선·3), 분자모델링(전선·3), 생물리화학(전선·3), 에너지화학(전선·3), 응용화학연구및실험2(전선·3), 융복합화학(전선·3), 천연물화학(전선·3), 초분자화학(전선·3), 정밀화학(전선·3), 생활속의화학(전선·3)"
