intent,query,answer
경영학전공,과사무실 이메일,경영학전공 과사무실 이메일은 mnadpt@sejong.ac.kr입니다.
경영학전공,홈페이지,"경영학전공 홈페이지입니다.
경영학전공 : http://home.sejong.ac.kr/~mnadpt/"
경영학전공,공지사항,"경영학전공에서 제공하는 학과 공지사항입니다.
경영학전공 학과 공지사항 : http://home.sejong.ac.kr/~mnadpt/5.html"
경영학전공,취업공고,"경영학전공에서 제공하는 취업공고입니다.
경영학전공 취업공고 : http://home.sejong.ac.kr/~mnadpt/6.html"
경영학전공,전공소개,현대 산업사회의 제 조직이 요구하는 경영관리의 원리와 기법을 체계적으로 교육함으로써 과학적이고 합리적인 경영인과 미래의 경영교육을 담당할 인재를 양성하는데 교육의 목표를 두고 있으며 경영학의 포괄적인 이론과 기법을 충실히 교육하고 있습니다.
경영학전공,경영학전공 전공심화,"특정 세부분야별 모든 심화전공과목 B0이상 성적으로 이수 시 해당 심화전공 이수자로 인증한다. 최대 2개 심화전공까지 인증하는 것으로 하며, 졸업증명서에 ○○○심화전공으로 명시됩니다."
경영학전공,심화 전공별 전공심화 교과목 ,"HR : 인적자원관리, 조직관리, 노사관계론, 인적자원개발론
재무 : 기업재무, 투자론, 재무분석및가치평가(신설), 선물옵션이론, 채권분석
회계 : 회계원리2, 중급회계1, 원가회계, 세무회계
OM : 경영과학, 생산관리, 공급사슬관리, 관리경제학
마케팅 : 마케팅커뮤니케이션, 유통경로관리, 마케팅조사, 소비자행동론
MIS : 비즈니스애널리틱스, 경영데이터관리, 비즈니스인텔리전스, 비즈니스모델
보험 : 보험과리스크, 생명보험, 손해보험, 사회보험, 금융기관론"
경영학전공,주전공,"전공필수과목은 33학점, 전공선택과목은 48점 이상 이수해야 하며, 전공학점은 81점 이상이어야 합니다."
경영학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
경영학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
경영학전공,부전공,경영학전공 전공과목 중에서 21학점 이상 이수해야 합니다.
경영학전공,1학년 전공,"경영학전공 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 경제학원론(전필·3), 경영학원론(전필·3), 경영수학(전필·3)
[2학기] 경영통계학(전필·3), 회계원리1(전필·3), 경영기초수학(전선·3), 경영기초영어(전선·3), Introduction to Finance(전선·3)"
경영학전공,2학년 전공,"경영학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 관리회계(전필·3), 재무관리(전필·3), 마케팅관리(전필·3), 비즈니스커뮤니케이션1(전선·3), 회계원리2(전선·3), Asian Business Culture(전선·3), Global Marketing(전선·3), 경영과학(전선·3)
[2학기] 조직행동론(전필·3), 경영정보론(전필·3), 생산관리(전필·3), 원가회계(전선·3), 투자론(전선·3), 기업재무(전선·3), 소비자행동론(전선·3), 마케팅조사(전선·3), 비즈니스커뮤니케이션2(전선·3), Marketing Practices in Asia(전선·3)"
경영학전공,3학년 전공,"경영학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 국제경영론(전선·3), 인적자원관리(전선·3), 조직관리(전선·3), 중급회계1(전선·3), 세법(전선·3), 채권분석보험과리스크(전선·3), 마케팅커뮤니케이션(전선·3), 서비스마케팅(전선·3), 프랜차이즈시스템관리(전선·3), 경영데이터관리(전선·3), 전사적자원관리(전선·3), 비즈니스인텔리전스(전선·3), 경영과세계관(전선·3), CEO멘토링1(전선·3), 회사법(전선·3), 상업교과교육론(전선·3), 기업윤리와사회적책임(전선·3), International Retailing(전선·3), 손해보험(전선·3), IT비즈니스컨설팅(전선·3), 조직의이해(전선·3), 상업교수법(전선·3), 마케팅애널리틱스(전선·3), 비즈니스프로세스관리(전선·3), 의사결정론(전선·3), ESG경영(전선·3), 서비스운영관리(전선·3)
[2학기] 벤처경영론(전선·3), 인적자원개발론(전선·3), 전략경영(전선·3), 팀관리(전선·3), 중급회계2(전선·3), 세무회계선물옵션이론(전선·3), 금융기관론(전선·3), 보험수학(전선·3), 유통경로관리(전선·3), 관리경제학(전선·3), CEO멘토링2(전선·3), 상업교과교재연구및지도법(전선·3), 상업논리및논술(전선·3), Global Supply Chain Management and Sourcing(전선·3), Services Marketing in a Global Context(전선·3), Digital Marketing(전선·3), 소셜미디어분석(전선·3), 사이버보안경영론(전선·3), 디지털경영론(전선·3), 비즈니스세미나(전선·3), 계량경영분석(전선·3)"
경영학전공,4학년 전공,"경영학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 노사관계론(전선·3), 회계감사(전선·3), 회계통제시스템(전선·3), 재무세미나(전선·3), 브랜드관리(전선·3), 인터넷마케팅(전선·3), 비즈니스모델(전선·3), 공급사슬관리(전선·3), Managing Multinational Corporations(전선·3), Comparative Management(전선·3), Global Business Negotiation(전선·3), 국제재무(전선·3), 금융위험관리(전선·3), 비즈니스애널리틱스(전선·3), 리더십(전선·3), Practices of Innovation in a Global Context(전선·3)
[2학기] 졸업연구및진로2(전선·1), 기업지배구조와회계부정(전선·3), 사회보험(전선·3), 산업마케팅(전선·3), 영업관리(전선·3), 마케팅사례(전선·3), 경영시뮬레이션(전선·3), Strategies for Asian Emerging Market(전선·3), Economic Integration in Asia(전선·3), IT industry in Korea(전선·3), 생명보험(전선·3), 재무분석및가치평가(전선·3), 로지스틱스(전선·3), Practices of Venture Creation(전선·3), 고급회계(전선·3), 재무통섭론(전선·3), 품질경영(전선·3)"
경영학전공,전공,"경영학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경제학원론(전필·3), 경영학원론(전필·3), 경영수학(전필·3)
[1학년 2학기] 경영통계학(전필·3), 회계원리1(전필·3), 경영기초수학(전선·3), 경영기초영어(전선·3), Introduction to Finance(전선·3)
[2학년 1학기] 관리회계(전필·3), 재무관리(전필·3), 마케팅관리(전필·3), 비즈니스커뮤니케이션1(전선·3), 회계원리2(전선·3), Asian Business Culture(전선·3), Global Marketing(전선·3), 경영과학(전선·3)
[2학년 2학기] 조직행동론(전필·3), 경영정보론(전필·3), 생산관리(전필·3), 원가회계(전선·3), 투자론(전선·3), 기업재무(전선·3), 소비자행동론(전선·3), 마케팅조사(전선·3), 비즈니스커뮤니케이션2(전선·3), Marketing Practices in Asia(전선·3) 
[3학년 1학기] 국제경영론(전선·3), 인적자원관리(전선·3), 조직관리(전선·3), 중급회계1(전선·3), 세법(전선·3), 채권분석보험과리스크(전선·3), 마케팅커뮤니케이션(전선·3), 서비스마케팅(전선·3), 프랜차이즈시스템관리(전선·3), 경영데이터관리(전선·3), 전사적자원관리(전선·3), 비즈니스인텔리전스(전선·3), 경영과세계관(전선·3), CEO멘토링1(전선·3), 회사법(전선·3), 상업교과교육론(전선·3), 기업윤리와사회적책임(전선·3), International Retailing(전선·3), 손해보험(전선·3), IT비즈니스컨설팅(전선·3), 조직의이해(전선·3), 상업교수법(전선·3), 마케팅애널리틱스(전선·3), 비즈니스프로세스관리(전선·3), 의사결정론(전선·3), ESG경영(전선·3), 서비스운영관리(전선·3)
[3학년 2학기] 벤처경영론(전선·3), 인적자원개발론(전선·3), 전략경영(전선·3), 팀관리(전선·3), 중급회계2(전선·3), 세무회계선물옵션이론(전선·3), 금융기관론(전선·3), 보험수학(전선·3), 유통경로관리(전선·3), 관리경제학(전선·3), CEO멘토링2(전선·3), 상업교과교재연구및지도법(전선·3), 상업논리및논술(전선·3), Global Supply Chain Management and Sourcing(전선·3), Services Marketing in a Global Context(전선·3), Digital Marketing(전선·3), 소셜미디어분석(전선·3), 사이버보안경영론(전선·3), 디지털경영론(전선·3), 비즈니스세미나(전선·3), 계량경영분석(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 노사관계론(전선·3), 회계감사(전선·3), 회계통제시스템(전선·3), 재무세미나(전선·3), 브랜드관리(전선·3), 인터넷마케팅(전선·3), 비즈니스모델(전선·3), 공급사슬관리(전선·3), Managing Multinational Corporations(전선·3), Comparative Management(전선·3), Global Business Negotiation(전선·3), 국제재무(전선·3), 금융위험관리(전선·3), 비즈니스애널리틱스(전선·3), 리더십(전선·3), Practices of Innovation in a Global Context(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 기업지배구조와회계부정(전선·3), 사회보험(전선·3), 산업마케팅(전선·3), 영업관리(전선·3), 마케팅사례(전선·3), 경영시뮬레이션(전선·3), Strategies for Asian Emerging Market(전선·3), Economic Integration in Asia(전선·3), IT industry in Korea(전선·3), 생명보험(전선·3), 재무분석및가치평가(전선·3), 로지스틱스(전선·3), Practices of Venture Creation(전선·3), 고급회계(전선·3), 재무통섭론(전선·3), 품질경영(전선·3)"
