intent,query,answer
컴퓨터공학과,2학년 전공,"컴퓨터공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 디지털시스템(전필·3), 문제해결및실습:C++(전선·3), 웹프로그래밍(전선·3), 윈도우즈프로그래밍(전선·3), 확률통계및프로그래밍(전선·3), K-MOOC:모두를위한머신러닝(전선·3)
[2학기] 컴퓨터구조(전필·3), 이산수학및프로그래밍(전선·3), 선형대수및프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), K-MOOC:멀티미디어(전선·3), 오픈소스SW개론(전선·3)"
컴퓨터공학과,3학년 전공,"컴퓨터공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 운영체제(전필·3), 데이터베이스(전선·3), 컴퓨터그래픽스(전선·3), 신호및시스템(전선·3), 프로그래밍언어의개념(전선·3), C#프로그래밍(전선·3), 하드웨어시스템설계(전선·3), 서버프로그래밍설계(전선·3), 마이크로컴퓨터(전선·3), 오픈소스SW공학(전선·3)
[2학기] 컴퓨터네트워크(전필·3), 디지털신호처리(전선·3), 소프트웨어공학(전선·3), Unix프로그래밍(전선·3), XML프로그래밍(전선·3), 심화프로그래밍설계(전선·3), 웹기반시스템(전선·3), 통신시스템(전선·3), 멀티코어프로그래밍(전선·3), 인공지능(전선·3), 문제해결기법(전선·3)"
컴퓨터공학과,4학년 전공,"컴퓨터공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), Capstone디자인(산학협력프로젝트)(전필·6), 영상처리(전선·3), 임베디드시스템(전선·3), 정보보호개론(전선·3), 네트워크프로그래밍(전선·3), 무선통신(전선·3), HCI개론(전선·3), 패턴인식(전선·3), 소프트웨어특강1(전선·3), 모바일응용설계(전선·3), 기계학습(전선·3), 고급데이터베이스(전선·3)
[2학기] 졸업연구및진로2(전선·1), 앱프로그래밍(전선·3), 지능형시스템(전선·3), 정보검색(전선·3), 스마트그리드(전선·3), 컴파일러(전선·3), 컴퓨터비전시스템(전선·3), 소프트웨어특강2(전선·3), 객체지향설계기술(전선·3), 가상현실(전선·3), 특허와창업(전선·3)"
컴퓨터공학과,전공,"컴퓨터공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 창의SW융합노마드(전선·3)
[2학년 1학기] 자료구조및실습(전필·3), 디지털시스템(전필·3), 문제해결및실습:C++(전선·3), 웹프로그래밍(전선·3), 윈도우즈프로그래밍(전선·3), 확률통계및프로그래밍(전선·3), K-MOOC:모두를위한머신러닝(전선·3)
[2학년 2학기] 컴퓨터구조(전필·3), 이산수학및프로그래밍(전선·3), 선형대수및프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), K-MOOC:멀티미디어(전선·3), 오픈소스SW개론(전선·3)
[3학년 1학기] 운영체제(전필·3), 데이터베이스(전선·3), 컴퓨터그래픽스(전선·3), 신호및시스템(전선·3), 프로그래밍언어의개념(전선·3), C#프로그래밍(전선·3), 하드웨어시스템설계(전선·3), 서버프로그래밍설계(전선·3), 마이크로컴퓨터(전선·3), 오픈소스SW공학(전선·3)
[3학년 2학기] 컴퓨터네트워크(전필·3), 디지털신호처리(전선·3), 소프트웨어공학(전선·3), Unix프로그래밍(전선·3), XML프로그래밍(전선·3), 심화프로그래밍설계(전선·3), 웹기반시스템(전선·3), 통신시스템(전선·3), 멀티코어프로그래밍(전선·3), 인공지능(전선·3), 문제해결기법(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), Capstone디자인(산학협력프로젝트)(전필·6), 영상처리(전선·3), 임베디드시스템(전선·3), 정보보호개론(전선·3), 네트워크프로그래밍(전선·3), 무선통신(전선·3), HCI개론(전선·3), 패턴인식(전선·3), 소프트웨어특강1(전선·3), 모바일응용설계(전선·3), 기계학습(전선·3), 고급데이터베이스(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 앱프로그래밍(전선·3), 지능형시스템(전선·3), 정보검색(전선·3), 스마트그리드(전선·3), 컴파일러(전선·3), 컴퓨터비전시스템(전선·3), 소프트웨어특강2(전선·3), 객체지향설계기술(전선·3), 가상현실(전선·3), 특허와창업(전선·3)"
컴퓨터공학과,공학인증,"컴퓨터공학과 공학인증 홈페이지입니다.
컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0301.html"
컴퓨터공학과,15학번 공학인증,"15학번 컴퓨터공학과 공학인증 홈페이지입니다.
15학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_2.html"
컴퓨터공학과,16학번 공학인증,"16학번 컴퓨터공학과 공학인증 홈페이지입니다.
16학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_3.html"
컴퓨터공학과,17학번 공학인증,"17학번 컴퓨터공학과 공학인증 홈페이지입니다.
17학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_4.html"
컴퓨터공학과,18학번 공학인증,"18학번 컴퓨터공학과 공학인증 홈페이지입니다.
18학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_5.html"
컴퓨터공학과,19학번 공학인증,"19학번 컴퓨터공학과 공학인증 홈페이지입니다.
19학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_6.html"
컴퓨터공학과,20학번 공학인증,"20학번 컴퓨터공학과 공학인증 홈페이지입니다.
20학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_7.html"
컴퓨터공학과,21학번 공학인증,"21학번 컴퓨터공학과 공학인증 홈페이지입니다.
21학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_8.html"
컴퓨터공학과,22학번 공학인증,"22학번 컴퓨터공학과 공학인증 홈페이지입니다.
22학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_9.html"
컴퓨터공학과,23학번 공학인증,"23학번 컴퓨터공학과 공학인증 홈페이지입니다.
23학번 컴퓨터공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0302_10.html"
정보보호학과,조교실 정보 좀,"정보보호학과 조교실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-4181"
정보보호학과,과사무실,"정보보호학과 과사무실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-4181"
정보보호학과,과사무실 위치,정보보호학과 과사무실 위치는 대양AI센터 401호입니다.
정보보호학과,과사무실 전화번호,정보보호학과 과사무실 전화번호는 02-3408-4181입니다.
정보보호학과,홈페이지,"정보보호학과 홈페이지입니다.
정보보호학과 : http://home.sejong.ac.kr/~isdpt/"
정보보호학과,공지사항,"정보보호학과에서 제공하는 학과 공지사항입니다. 
정보보호학과 학과 공지사항 : http://home.sejong.ac.kr/~isdpt/6.html"
정보보호학과,취업,"정보보호학과에서 제공하는 취업공고입니다.
정보보호학과 취업공고 : http://home.sejong.ac.kr/~isdpt/14.html"
정보보호학과,학과소개,"정보보호학과에서는 우선 컴퓨터 분야에 관하여 기본적이면서도 포괄적인 개념 습득 및 응용능력을 기르도록 하며, 이를 바탕으로 암호, 시스템 보안, 네트워크 보안 등 정보보호 분야의 전문적인 능력을 기르는데 주안점을 두고 있습니다."
정보보호학과,주전공,"전공필수과목은 36학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
정보보호학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
정보보호학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
정보보호학과,부전공,정보보호학과 전공과목 중에서 21학점 이상 이수해야 합니다.
정보보호학과,1학년 전공,"정보보호학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] C프로그래밍및실습(전필·3), 정보보호와보안의기초(전선·3)
[2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 창의SW융합노마드(전선·3)"
정보보호학과,2학년 전공,"정보보호학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 컴퓨터네트워크(전필·3), 이산수학및프로그래밍(전선·3), 확률통계및프로그래밍(전선·3), 정수론(전선·3), 웹프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), 사이버전개론(전선·3)
[2학기] 어셈블리어(전필·3), 알고리즘및실습(전필·3), 대칭키암호론(전선·3), 보안프로그래밍(전선·3), 컴퓨터구조(전선·3), 고급컴퓨터네트워크(전선·3), 오픈소스SW개론(전선·3), 리눅스기초및실습(전선·3)"
정보보호학과,3학년 전공,"정보보호학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 공개키암호론(전필·3), 운영체제및보안(전필·3), 웹해킹과보안(전선·3), 데이터베이스보안(전선·3), 임베디드시스템보안(전선·3), 보안경진대회트레이닝(전선·1)
[2학기] 시스템해킹과보안(전필·3), 오픈소스SW설계(전선·3), 선형대수및프로그래밍(전선·3), 시스템프로그래밍및보안(전선·3), 보안공학(전선·3), 사이버관제및대응(전선·3), 사이버공방종합훈련(전선·1)"
정보보호학과,4학년 전공,"정보보호학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), Capstone디자인(산학협력프로젝트)(전필·6), 네트워크해킹과보안(전선·3), 악성코드분석(전선·3), 인턴십(전선·3), 디지털포렌식(전선·3)
[2학기] 졸업연구및진로2(전선·2), 모바일시스템보안(전선·3), 정보보호특강(전선·3), 정보보호산업기술동향(전선·3), 보안정책과법규(전선·3), 정보보호관리체계(전선·3)"
정보보호학과,전공,"정보보호학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3), 정보보호와보안의기초(전선·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 창의SW융합노마드(전선·3)
[2학년 1학기] 자료구조및실습(전필·3), 컴퓨터네트워크(전필·3), 이산수학및프로그래밍(전선·3), 확률통계및프로그래밍(전선·3), 정수론(전선·3), 웹프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), 사이버전개론(전선·3)
[2학년 2학기] 어셈블리어(전필·3), 알고리즘및실습(전필·3), 대칭키암호론(전선·3), 보안프로그래밍(전선·3), 컴퓨터구조(전선·3), 고급컴퓨터네트워크(전선·3), 오픈소스SW개론(전선·3), 리눅스기초및실습(전선·3)
[3학년 1학기] 공개키암호론(전필·3), 운영체제및보안(전필·3), 웹해킹과보안(전선·3), 데이터베이스보안(전선·3), 임베디드시스템보안(전선·3), 보안경진대회트레이닝(전선·1)
[3학년 2학기] 시스템해킹과보안(전필·3), 오픈소스SW설계(전선·3), 선형대수및프로그래밍(전선·3), 시스템프로그래밍및보안(전선·3), 보안공학(전선·3), 사이버관제및대응(전선·3), 사이버공방종합훈련(전선·1)
[4학년 1학기] 졸업연구및진로1(전선·1), Capstone디자인(산학협력프로젝트)(전필·6), 네트워크해킹과보안(전선·3), 악성코드분석(전선·3), 인턴십(전선·3), 디지털포렌식(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·2), 모바일시스템보안(전선·3), 정보보호특강(전선·3), 정보보호산업기술동향(전선·3), 보안정책과법규(전선·3), 정보보호관리체계(전선·3)"
정보보호학과,공학인증,"정보보호학과 공학인증 홈페이지입니다.
정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0601.html"
정보보호학과,16학번 공학인증,"16학번 정보보호학과 공학인증 홈페이지입니다.
16학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_2.html"
정보보호학과,17학번 공학인증,"17학번 정보보호학과 공학인증 홈페이지입니다.
17학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_3.html"
정보보호학과,18학번 공학인증,"18학번 정보보호학과 공학인증 홈페이지입니다.
18학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_4.html"
정보보호학과,19학번 공학인증,"19학번 정보보호학과 공학인증 홈페이지입니다.
19학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_6.html"
정보보호학과,20학번 공학인증,"20학번 정보보호학과 공학인증 홈페이지입니다.
20학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_7.html"
정보보호학과,21학번 공학인증,"21학번 정보보호학과 공학인증 홈페이지입니다.
21학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_8.html"
정보보호학과,22학번 공학인증,"22학번 정보보호학과 공학인증 홈페이지입니다.
22학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_9.html"
정보보호학과,23학번 공학인증,"23학번 정보보호학과 공학인증 홈페이지입니다.
23학번 정보보호학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0602_10.html"
정보보호학과,사이버국방트랙에 대해서,"주전공, 복수전공, 부정공 학점 중 아래 사이버분야 전공과목이 포함되어야 합니다.
사이버분야 전공 지정과목 : 22학점
군관련과목 : 7학점 이상 이수(일반 군사학 과목 4학점 이상, 체험형 과목 3학점)"
정보보호학과,사이버국방트랙 수업,"사이버국방트랙관련 수업목록은 아래와 같습니다.
[3학년 1학기] 웹해킹과보안(전선·3), 사이버전개론(전선·3)
[3학년 2학기] 시스템해킹과보안(전필·3), 사이버관제및대응(전선·3), 사이버공방종합훈련(전선·1)
[4학년 1학기] 디지털포렌식(전선·3), 네트워크해킹과보안(전선·3), 악성코드분석(전선·3)
[1학년 ~ 4학년] 군관련 과목을 이수"
정보보호학과,군관련 교과과정,"군관련 교과과정은 아래와 같습니다.
[일반 군사학 과목] 북한학, 리더십, 전쟁사, 국가안보론, 무기체계론
[체험형 사이버국방트랙 과목] 특전캠프 병영체험, 사이버사 체험, 국방인턴쉽
*국방시스템학과·항공시스템학과 개설과목 수강 가능
*일반 군사학 과목 2과목 이상 이수시 군장교 지원시 가점"
소프트웨어학과,조교실 정보 좀,"소프트웨어학과 조교실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-3667"
소프트웨어학과,과사무실,"소프트웨어학과 과사무실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-3667"
소프트웨어학과,과사무실 위치,소프트웨어학과 과사무실 위치는 대양AI센터 401호입니다.
소프트웨어학과,과사무실 전화번호,소프트웨어학과 과사무실 전화번호는 02-3408-3667입니다.
소프트웨어학과,홈페이지,"소프트웨어학과 홈페이지입니다.
소프트웨어학과 : http://home.sejong.ac.kr/~digitdpt/"
소프트웨어학과,공지사항,"소프트웨어학과에서 제공하는 학과 공지사항입니다.
소프트웨어학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=digitdpt&menuID=6"
소프트웨어학과,학과소개,"소프트웨어학과에서는 수학과 물리 과목을 통해 전공에 필요한 기초 지식을 쌓으며, C 프로그래밍, 알고리즘, 데이터베이스, 운영체제 등의 과목을 통해 전공에 대한 기반 기술을 다질 수 있도록 합니다. 또한, 학생들 각자의 적성과 관심에 따라 응용 소프트웨어 트랙, 가상현실 트랙, 인공지능 트랙 교과과정을 제공합니다. 더 나아가 문제해결 및 실습, Capstone 디자인, 오픈소스 과목을 통해 실무에서의 문제 해결 능력을 배양하며, 인턴쉽을 통한 실무 교육과 창업에 대한 교육을 제공합니다."
소프트웨어학과,주전공,"전공필수과목은 36학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
소프트웨어학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
소프트웨어학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
소프트웨어학과,부전공,소프트웨어학과 전공과목 중에서 21학점 이상 이수해야 합니다.
소프트웨어학과,1학년 전공,"소프트웨어학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] C프로그래밍및실습(전필·3)
[2학기] 고급C프로그래밍및실습(전필·3), 창의SW융합노마드(전선·3) "
소프트웨어학과,2학년 전공,"소프트웨어학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 문제해결및실습:C++(전필·3), 일반물리및시뮬레이션(전선·3), 멀티미디어프로그래밍(전선·3), 웹프로그래밍(전선·3), 윈도우즈프로그래밍(전선·3), 확률통계및프로그래밍(전선·3)
[2학기] SW설계기초(산학프로젝트입문)(전필·3), 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 문제해결및실습:JAVA(전선·3), 선형대수및프로그래밍(전선·3), K-MOOC:멀티미디어(전선·3), 이산수학및프로그래밍(전선·3)"
소프트웨어학과,3학년 전공,"소프트웨어학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 데이터베이스(전필·3), 운영체제(전필·3), 오픈소스SW개론(전필·3), 수치해석(전선·3), 게임프로그래밍(전선·3), 소프트웨어교육1(전선·3)
[2학기] 오픈소스SW공학(전선·3), 컴퓨터네트워크(전선·3), 컴퓨터그래픽스(전선·3), 음성오디오처리(전선·3), 데이터베이스프로그래밍(전선·3), 데이터공학(전선·3), 소프트웨어공학(전선·3), 앱프로그래밍(전선·3), 소프트웨어교육2(전선·3)"
소프트웨어학과,4학년 전공,"소프트웨어학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 인턴쉽1(전선·3), 가상현실(전선·3), 컴퓨터애니메이션(전선·3), 기계학습(전선·3), 패턴인식(전선·3), 영상처리(전선·3), 고급데이터베이스(전선·3), 소프트웨어특강1(전선·3)
[2학기] 졸업연구및진로2(전선·1), 인턴쉽2(전선·3), HCI개론(전선·3), 컴퓨터비전시스템(전선·3), 인공지능(전선·3), 증강현실(전선·3), 음성인식(전선·3), 지능형시스템(전선·3), 특허와창업(전선·3), 소프트웨어특강2(전선·3)"
소프트웨어학과,전공,"소프트웨어학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 창의SW융합노마드(전선·3)
[2학년 1학기] 자료구조및실습(전필·3), 문제해결및실습:C++(전필·3), 일반물리및시뮬레이션(전선·3), 멀티미디어프로그래밍(전선·3), 웹프로그래밍(전선·3), 윈도우즈프로그래밍(전선·3), 확률통계및프로그래밍(전선·3)
[2학년 2학기] SW설계기초(산학프로젝트입문)(전필·3), 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 문제해결및실습:JAVA(전선·3), 선형대수및프로그래밍(전선·3), K-MOOC:멀티미디어(전선·3), 이산수학및프로그래밍(전선·3)
[3학년 1학기] 데이터베이스(전필·3), 운영체제(전필·3), 오픈소스SW개론(전필·3), 수치해석(전선·3), 게임프로그래밍(전선·3), 소프트웨어교육1(전선·3)
[3학년 2학기] 오픈소스SW공학(전선·3), 컴퓨터네트워크(전선·3), 컴퓨터그래픽스(전선·3), 음성오디오처리(전선·3), 데이터베이스프로그래밍(전선·3), 데이터공학(전선·3), 소프트웨어공학(전선·3), 앱프로그래밍(전선·3), 소프트웨어교육2(전선·3)
[4학년 1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 인턴쉽1(전선·3), 가상현실(전선·3), 컴퓨터애니메이션(전선·3), 기계학습(전선·3), 패턴인식(전선·3), 영상처리(전선·3), 고급데이터베이스(전선·3), 소프트웨어특강1(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 인턴쉽2(전선·3), HCI개론(전선·3), 컴퓨터비전시스템(전선·3), 인공지능(전선·3), 증강현실(전선·3), 음성인식(전선·3), 지능형시스템(전선·3), 특허와창업(전선·3), 소프트웨어특강2(전선·3)"
소프트웨어학과,공학인증,"소프트웨어학과 공학인증 홈페이지입니다.
소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0501.html"
소프트웨어학과,16학번 공학인증,"16학번 소프트웨어학과 공학인증 홈페이지입니다.
16학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0402_10.html"
소프트웨어학과,17학번 공학인증,"17학번 소프트웨어학과 공학인증 홈페이지입니다.
17학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_2.html"
소프트웨어학과,18학번 공학인증,"18학번 소프트웨어학과 공학인증 홈페이지입니다.
18학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_1.html"
소프트웨어학과,19학번 공학인증,"19학번 소프트웨어학과 공학인증 홈페이지입니다.
19학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_3.html"
소프트웨어학과,20학번 공학인증,"20학번 소프트웨어학과 공학인증 홈페이지입니다.
20학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_4.html"
소프트웨어학과,21학번 공학인증,"21학번 소프트웨어학과 공학인증 홈페이지입니다.
21학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_5.html"
소프트웨어학과,22학번 공학인증,"22학번 소프트웨어학과 공학인증 홈페이지입니다.
22학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_6.html"
소프트웨어학과,23학번 공학인증,"23학번 소프트웨어학과 공학인증 홈페이지입니다.
23학번 소프트웨어학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0502_7.html"
데이터사이언스학과,조교실 정보 좀,"데이터사이언스학과 조교실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-6935-2544"
데이터사이언스학과,과사무실,"데이터사이언스학과 과사무실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-6935-2544"
데이터사이언스학과,과사무실 위치,데이터사이언스학과 과사무실 위치는 대양AI센터 401호입니다.
데이터사이언스학과,과사무실 전화번호,데이터사이언스학과 과사무실 전화번호는 02-6935-2544입니다.
데이터사이언스학과,홈페이지,"데이터사이언스학과 홈페이지입니다.
데이터사이언스학과 : http://home.sejong.ac.kr/~dsdpt/"
데이터사이언스학과,공지사항,"데이터사이언스학과에서 제공하는 학과 공지사항입니다.
데이터사이언스학과 학과 공지사항 : http://home.sejong.ac.kr/~dsdpt/8.html"
데이터사이언스학과,자료실,"데이터사이언스학과에서 제공하는 자료실입니다.
데이터사이언스학과 자료실 : http://home.sejong.ac.kr/~dsdpt/9.html"
데이터사이언스학과,학과소개,"데이터 분석에 대한 수요가 급속히 확대되고 있고 SW 개발 및 분석에 대한 인력 수요가 급증하고 있어, 졸업 후에도 다양한 산업계 및 과학 기술 분야로의 진출이 용이한 첨단 융합 학과입니다."
데이터사이언스학과,주전공,"전공필수과목은 36학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
데이터사이언스학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
데이터사이언스학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
데이터사이언스학과,부전공,데이터사이언스학과 전공과목 중에서 21학점 이상 이수해야 합니다.
데이터사이언스학과,1학년 전공,"데이터사이언스학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] C프로그래밍및실습(전필·3)
[2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3)"
데이터사이언스학과,2학년 전공,"데이터사이언스학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 데이터분석개론(전필·3), 확률통계및프로그래밍(전선·3), 문제해결및실습:C++(전선·3), 웹프로그래밍(전선·3), 파이썬을이용한기계학습개론(전선·3)
[2학기] 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 선형대수및프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), 수치해석(전선·3), 멀티미디어(전선·3)"
