intent,query,answer
식품생명공학전공,전공,"식품생명공학전공 전학년 수업 전공과목록은 아래와 같습니다.
[1학년 1학기] 일반생물학1(전필·3)
[1학년 2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)
[2학년 1학기] 유기화학(전필·3), 생물리화학(전선·3), 일반미생물학및실험(전선·3)
[2학년 2학기] 생화학(전필·3), 식품미생물학(전필·3), 식품가공기초(전선·3), 영양화학(전선·3)
[3학년 1학기] 식품화학1(전필·3), 식품공학(전필·3), 식품저장학(전선·3), 식품위해미생물학및실험(전선·3), 식품가공학및실험(종합설계)(전선·3), 기능성식품학(전선·3), 동물생명식품학(전선·3), 식품생물공학(전선·3)
[3학년 2학기] 식품화학2및실험(전선·3), 식품공정학및실험(전선·3), 식품포장학(전선·3), 식품분자생물학및실험(전선·3), 향미화학및관능평가(전선·3), 식품개발및실험(종합설계)(전선·3), 식품생명공학전공연구실습(전선·3), 식품기기분석(전선·3), 산학인턴실습1(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 향장식품소재공학(전선·3), 식품효소공학(전선·3), 식품첨가물학(전선·3), 식품물성및텍스처(전선·3), 식품냉동학(전선·3), 산학인턴실습2(전선·3), 식품분석및실험(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 발효생명공학(전선·3), 나노식품공학(전선·3), 식품생명산업마케팅(전선·3), 식품품질관리(전선·3), 최신식품생명동향연구(전선·3), 식품안전및법규(전선·3)"
바이오융합공학전공,조교실 정보 좀,"바이오융합공학전공 조교실 정보는 아래와 같습니다.
위치 : 충무관 612호 / 전화 : 02-3408-3334"
바이오융합공학전공,과사무실,"바이오융합공학전공 과사무실 정보는 아래와 같습니다.
위치 : 충무관 612호 / 전화 : 02-3408-3334"
바이오융합공학전공,과사무실 위치,바이오융합공학전공 과사무실 위치는 충무관 612호입니다.
바이오융합공학전공,과사무실 전화번호,바이오융합공학전공 과사무실 전화번호는 02-3408-3334입니다.
바이오융합공학전공,홈페이지,"바이오융합공학전공 홈페이지입니다.
바이오융합공학전공 : http://home.sejong.ac.kr/~bioscidpt/"
바이오융합공학전공,공지사항,2021년 이후에 바이오융합공학전공 홈페이지에 올라온 공지사항이 없습니다. 자세한 사항은 별 단톡방 혹은 다른 방식으로 참고해야 합니다.
바이오융합공학전공,소개,바이오융합공학전공 은 2013년 신설된 세종대학교의 브랜드  중 하나로 건강한 인류사회 구현을 전공과목표로 생명공학의 특성인 다분야 학문간 융합 교육정을 통해 미래사회의 유망산업인 차세대 바이오융합 산업의 인재 양성을 위한 교육을 선도하고자 하는 학입니다.
바이오융합공학전공,주전공,"전공필수과목은 21학점, 전공선택과목은 51점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
바이오융합공학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
바이오융합공학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
바이오융합공학전공,부전공,"바이오융합공학전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 생화학, 식품미생물학, 식품화학1, 식품공학, 유기화학입니다."
바이오융합공학전공,1학년 전공 ,"바이오융합공학전공 1학년 수업 전공과목록은 아래와 같습니다.
[1학기] 일반생물학1(전필·3)
[2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)"
바이오융합공학전공,2학년 전공 ,"바이오융합공학전공 2학년 수업 전공과목록은 아래와 같습니다.
[1학기] 일반미생물학및실험(전필·3), 생물리화학(전선·3), 생화학1(전선·3), 유기화학(전선·3), 일반생리학(전선·3)
[2학기] 생화학2및실험(전필·3), 기기분석학(전선·3), 기초유학(전선·3), 면역학1(전선·3), 분석화학(전선·3)"
바이오융합공학전공,3학년 전공 ,"바이오융합공학전공 3학년 수업 전공과목록은 아래와 같습니다.
[1학기] 세포생물학1(전필·3), 대사생화학(전선·3), 면역학2(전선·3), 분자생물학1및실험(전선·3), 생명의약학(전선·3), 유전학(전선·3), 응용균학(전선·3)
[2학기] 분자생물학2(전필·3), 나노생명공학(전선·3), 내분비학(전선·3), 바이러스학(전선·3), 발생학(전선·3), 세포생물학2및실험(전선·3), 시스템면역학및실험(전선·3), 신경생물학(전선·3), 암생물학(전선·3), 세포조직공학(전선·3)"
바이오융합공학전공,4학년 전공 ,"바이오융합공학전공 4학년 수업 전공과목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 생물화학공학(전선·3), 단백질공학(전선·3), 바이오나노소재공학(전선·3), 바이오의약품학(전선·3), 생명정보학(전선·3), 인지뇌학(전선·3), 줄기세포학(전선·3), 진화의학(전선·3), 후성유전학(전선·3), 유전체분석및실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 생명공학종합설계(전선·3), 분자병리학(전선·3), 생물공정학(전선·3), 생물안전성학(전선·3), 스트레스생물학(전선·3), 시스템생물학(전선·3), 신약디자인종합설계(전선·3), 실험면역학(전선·3), 항체공학(전선·3), 분자내분비학(전선·3), 진화생물학(전선·3), 분자유전학(전선·3)"
바이오융합공학전공,전공,"바이오융합공학전공 전학년 수업 전공과목록은 아래와 같습니다.
[1학년 1학기] 일반생물학1(전필·3)
[1학년 2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)
[2학년 1학기] 일반미생물학및실험(전필·3), 생물리화학(전선·3), 생화학1(전선·3), 유기화학(전선·3), 일반생리학(전선·3)
[2학년 2학기] 생화학2및실험(전필·3), 기기분석학(전선·3), 기초유학(전선·3), 면역학1(전선·3), 분석화학(전선·3)
[3학년 1학기] 세포생물학1(전필·3), 대사생화학(전선·3), 면역학2(전선·3), 분자생물학1및실험(전선·3), 생명의약학(전선·3), 유전학(전선·3), 응용균학(전선·3)
[3학년 2학기] 분자생물학2(전필·3), 나노생명공학(전선·3), 내분비학(전선·3), 바이러스학(전선·3), 발생학(전선·3), 세포생물학2및실험(전선·3), 시스템면역학및실험(전선·3), 신경생물학(전선·3), 암생물학(전선·3), 세포조직공학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 생물화학공학(전선·3), 단백질공학(전선·3), 바이오나노소재공학(전선·3), 바이오의약품학(전선·3), 생명정보학(전선·3), 인지뇌학(전선·3), 줄기세포학(전선·3), 진화의학(전선·3), 후성유전학(전선·3), 유전체분석및실습(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 생명공학종합설계(전선·3), 분자병리학(전선·3), 생물공정학(전선·3), 생물안전성학(전선·3), 스트레스생물학(전선·3), 시스템생물학(전선·3), 신약디자인종합설계(전선·3), 실험면역학(전선·3), 항체공학(전선·3), 분자내분비학(전선·3), 진화생물학(전선·3), 분자유전학(전선·3)"
바이오산업자원공학전공,조교실 정보 좀,"바이오산업자원공학전공 조교실 정보는 아래와 같습니다.
위치 : 다산관 211B / 전화 : 02-3408-3435"
바이오산업자원공학전공,과사무실,"바이오산업자원공학전공 과사무실 정보는 아래와 같습니다.
위치 : 다산관 211B / 전화 : 02-3408-3435"
바이오산업자원공학전공,과사무실 위치,바이오산업자원공학전공 과사무실 위치는 다산관 211B입니다.
바이오산업자원공학전공,과사무실 전화번호,바이오산업자원공학전공 과사무실 전화번호는 02-3408-3435입니다.
바이오산업자원공학전공,홈페이지,"바이오산업자원공학전공 홈페이지입니다.
바이오산업자원공학전공 : http://home.sejong.ac.kr/~bioeng/"
바이오산업자원공학전공,공지사항,"바이오산업자원공학전공에서 제공하는 학 공지사항입니다.
바이오산업자원공학전공 학 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=bioeng&menuID=5"
바이오산업자원공학전공,전공소개,"생물학, 화학, 유전학 등의 기초 학문 지식 육종학, 유학, 천연소재공학 등의 응용 학문 지식을 상호 보완적으로 교육시키며, 특히 현장 실습 교육을 강화하여 생명 현상 전반에 관한 높은 이해와 지식을 바탕으로 생명 산업 현장에 바로 활용될 수 있는 경쟁력을 갖춘 실무형 전문인력 양성을 전공과목표로 교육하고자 합니다."
바이오산업자원공학전공,주전공,"전공필수과목은 24학점, 전공선택과목은 48점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
바이오산업자원공학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
바이오산업자원공학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
바이오산업자원공학전공,부전공,"바이오산업자원공학전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 식물생리학및실험, 식물유학및실험, 식물육종학및실험, 식물분자육종학, 식물병리학, 화훼학개론, 식물세포생물학, 식물대사공학입니다."
바이오산업자원공학전공,1학년 전공 ,"바이오산업자원공학전공 1학년 수업 전공과목록은 아래와 같습니다.
[1학기] 일반생물학1(전필·3)
[2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)"
바이오산업자원공학전공,2학년 전공 ,"바이오산업자원공학전공 2학년 수업 전공과목록은 아래와 같습니다.
[1학기] 일반미생물학및실험(전필·3), 유기화학(전선·3), 일반유전학(전선·3), 재배학및실습(전선·3)
[2학기] 바이오자원공학(전선·3), 분석화학(전선·3), 분자생물학및실험(전선·3), 식물학(전선·3), 일반생화학(전선·3)"
바이오산업자원공학전공,3학년 전공 ,"바이오산업자원공학전공 3학년 수업 전공과목록은 아래와 같습니다.
[1학기] 생화학및실험(전필·3), 식물생리학및실험(전필·3), 생물정보학(전선·3), 식물병리학(전선·3), 유전체학개론(전선·3), 화훼학개론(전선·3)
[2학기] 식물유학및실험(전필·3), 식물육종학및실험(전필·3), 바이오폴리머공학(전선·3), 식물발달생물학(전선·3), 식물세포생물학(전선·3), 채소학(전선·3)"
바이오산업자원공학전공,4학년 전공 ,"바이오산업자원공학전공 4학년 수업 전공과목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 식물분자육종학및실험(전선·3), 생체신호전달(전선·3), 식물대사공학(전선·3), 식물스트레스생물학(전선·3), 약용식물학(전선·3), 종묘생산학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 바이오산업론(전선·3), 식물기능유전체학(전선·3), 자원식물공학(전선·3), 품종개발및보호출원(전선·3), 환경생물학(전선·3), 항체공학(전선·3)"
바이오산업자원공학전공,전공,"바이오산업자원공학전공 전학년 수업 전공과목록은 아래와 같습니다.
[1학년 1학기] 일반생물학1(전필·3)
[1학년 2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)
[2학년 1학기] 일반미생물학및실험(전필·3), 유기화학(전선·3), 일반유전학(전선·3), 재배학및실습(전선·3)
[2학년 2학기] 바이오자원공학(전선·3), 분석화학(전선·3), 분자생물학및실험(전선·3), 식물학(전선·3), 일반생화학(전선·3)
[3학년 1학기] 생화학및실험(전필·3), 식물생리학및실험(전필·3), 생물정보학(전선·3), 식물병리학(전선·3), 유전체학개론(전선·3), 화훼학개론(전선·3)
[3학년 2학기] 식물유학및실험(전필·3), 식물육종학및실험(전필·3), 바이오폴리머공학(전선·3), 식물발달생물학(전선·3), 식물세포생물학(전선·3), 채소학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 식물분자육종학및실험(전선·3), 생체신호전달(전선·3), 식물대사공학(전선·3), 식물스트레스생물학(전선·3), 약용식물학(전선·3), 종묘생산학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 바이오산업론(전선·3), 식물기능유전체학(전선·3), 자원식물공학(전선·3), 품종개발및보호출원(전선·3), 환경생물학(전선·3), 항체공학(전선·3)"
스마트생명산업융합학과,조교실 정보 좀,"스마트생명산업융합학과 조교실 정보는 아래와 같습니다.
위치 : 충무관 611호 / 전화 : 02-3408-3661"
스마트생명산업융합학과,과사무실,"스마트생명산업융합학과 과사무실 정보는 아래와 같습니다.
위치 : 충무관 611호 / 전화 : 02-3408-3661"
스마트생명산업융합학과,과사무실 위치,스마트생명산업융합학과 과사무실 위치는 충무관 611호입니다.
스마트생명산업융합학과,과사무실 전화번호,스마트생명산업융합학과 과사무실 전화번호는 02-3408-3661입니다.
스마트생명산업융합학과,홈페이지,"스마트생명산업융합학과 홈페이지입니다.
스마트생명산업융합학과 : http://home.sejong.ac.kr/~bioindustry/"
스마트생명산업융합학과,공지사항,"스마트생명산업융합학과에서 제공하는 학 공지사항입니다.
스마트생명산업융합학과 학 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=bioindustry&menuID=7"
스마트생명산업융합학과,전공소개,"다가오는 세계 식량족 현상에 응하여, 크게 식량곤충, 신개념작물, 수산양식의 미래식량 분야에 대한 기본역량 데이터사이언스와 천연물학의 가역량을 바탕으로 미래식량 산업분야의 융복합형 인재를 양성하여 신산업분야 창출 관련산업체 및 정연구기관에서 요구하는 인재를 양성하는 것을 전공과목표로 합니다."
스마트생명산업융합학과,주전공,"전공필수과목은 24학점, 전공선택과목은 48점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
스마트생명산업융합학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
스마트생명산업융합학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
스마트생명산업융합학과,부전공,스마트생명산업융합학과 전공과목 중에서 21학점 이상 이수해야 합니다.
스마트생명산업융합학과,1학년 전공 ,"스마트생명산업융합학과 1학년 수업 전공과목록은 아래와 같습니다.
[1학기] 일반생물학1(전필·3)
[2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)"
스마트생명산업융합학과,2학년 전공 ,"스마트생명산업융합학과 2학년 수업 전공과목록은 아래와 같습니다.
[1학기] 분자세포생물학및실험1(전필·3), 식물생명학및실습(전선·3), 수산생물학및실험(전선·3), 곤충학개론및실습(전선·3), 유기화학(전선·3), 알고리즘및실습(전선·3), 융합학문위한분석화학(전선·3), 양식장환경학(전선·3)
[2학기] 종자생명산업학및실습1(전필·3), 곤충생리학(전필·3), 미생물학및실험(전선·3), 생명산업유전학(전선·3), 분자세포생물학및실험2(전선·3), 관계형데이터베이스기초및설계(전선·3), 식품산업의이해(전선·3), 자원식물학(전선·3), 어류생리학(전선·3)"
스마트생명산업융합학과,3학년 전공 ,"스마트생명산업융합학과 3학년 수업 전공과목록은 아래와 같습니다.
[1학기] 천연물화학및실험1(전필·3), 생화학1(전선·3), 수산동물양식학및실습(전선·3), 곤충병리및선천성면역학(전선·3), 기초산업곤충학및실습(전선·3), 종자생명산업학및실습2(전선·3), 농식품산업ICT융복합전략(전선·3), 수산동물번식학및실험(전선·3)
[2학기] 스마트팜기획및설계(전필·3), 생화학2(전선·3), 천연물화학및실험2(전선·3), 수산생물질병및예방학(전선·3), 기능성곤충학및실습(전선·3), 기능성바이오소재탐색론(전선·3), 통계유전학(전선·3), 식물생리학(전선·3), 생리활성천연물소재탐색(전선·3)"
스마트생명산업융합학과,4학년 전공 ,"스마트생명산업융합학과 4학년 수업 전공과목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 빅데이터분석(전필·3), 식물생명환경학(전선·3), 면역학(전선·3), 곤충생명공학및실험(전선·3), 생물정보학(전선·3), 사료영양학(전선·3), 생리활성천연물소재탐색및실험(전선·3), 양식장시스템공학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 기능성식품학및실습(전선·3), 스마트산업융복합실습(전선·3), 농식품산업분석론(전선·3), 국제식량식품산업(전선·3), 대체의학(전선·3), 활성천연물데이터베이스활용(전선·3)"
스마트생명산업융합학과,전공,"스마트생명산업융합학과 전학년 수업 전공과목록은 아래와 같습니다.
[1학년 1학기] 일반생물학1(전필·3)
[1학년 2학기] 일반생물학2(전필·3), 기초생물통계학(전선·3)
[2학년 1학기] 분자세포생물학및실험1(전필·3), 식물생명학및실습(전선·3), 수산생물학및실험(전선·3), 곤충학개론및실습(전선·3), 유기화학(전선·3), 알고리즘및실습(전선·3), 융합학문위한분석화학(전선·3), 양식장환경학(전선·3)
[2학년 2학기] 종자생명산업학및실습1(전필·3), 곤충생리학(전필·3), 미생물학및실험(전선·3), 생명산업유전학(전선·3), 분자세포생물학및실험2(전선·3), 관계형데이터베이스기초및설계(전선·3), 식품산업의이해(전선·3), 자원식물학(전선·3), 어류생리학(전선·3)
[3학년 1학기] 천연물화학및실험1(전필·3), 생화학1(전선·3), 수산동물양식학및실습(전선·3), 곤충병리및선천성면역학(전선·3), 기초산업곤충학및실습(전선·3), 종자생명산업학및실습2(전선·3), 농식품산업ICT융복합전략(전선·3), 수산동물번식학및실험(전선·3)
[3학년 2학기] 스마트팜기획및설계(전필·3), 생화학2(전선·3), 천연물화학및실험2(전선·3), 수산생물질병및예방학(전선·3), 기능성곤충학및실습(전선·3), 기능성바이오소재탐색론(전선·3), 통계유전학(전선·3), 식물생리학(전선·3), 생리활성천연물소재탐색(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 빅데이터분석(전필·3), 식물생명환경학(전선·3), 면역학(전선·3), 곤충생명공학및실험(전선·3), 생물정보학(전선·3), 사료영양학(전선·3), 생리활성천연물소재탐색및실험(전선·3), 양식장시스템공학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 기능성식품학및실습(전선·3), 스마트산업융복합실습(전선·3), 농식품산업분석론(전선·3), 국제식량식품산업(전선·3), 대체의학(전선·3), 활성천연물데이터베이스활용(전선·3)"
